Intent,Question,Answer
has_water,"Can I get water at Panorama Seaview Apart?","No"
has_water,"Is water available in Panorama Seaview Apart?","No"

has_biscuits,"Are biscuits available at Panorama Seaview Apart?","No"
has_biscuits,"Does Panorama Seaview Apart provide biscuits?","No"
has_biscuits,"Can I get biscuits at Panorama Seaview Apart?","No"
has_biscuits,"Are there biscuits in Panorama Seaview Apart?","No"

has_rusk,"Is rusk available at Panorama Seaview Apart?","No"
has_rusk,"Does Panorama Seaview Apart offer rusk?","No"
has_rusk,"Can I get rusk at Panorama Seaview Apart?","No"
has_rusk,"Is rusk provided in Panorama Seaview Apart?","No"

has_charcoal_wood,"Are charcoal or wood available at Panorama Seaview Apart?","No"
has_charcoal_wood,"Does Panorama Seaview Apart provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood at Panorama Seaview Apart?","No"
has_charcoal_wood,"Is charcoal or wood available in Panorama Seaview Apart?","No"

has_body_wash,"Is body wash provided at Panorama Seaview Apart?","Yes"
has_body_wash,"Does Panorama Seaview Apart offer body wash?","Yes"
has_body_wash,"Can I get body wash at Panorama Seaview Apart?","Yes"
has_body_wash,"Is body wash available in Panorama Seaview Apart?","Yes"

checkin_method,"What is the check-in method for Panorama Seaview Apart?","In-person check-in"
checkin_method,"How do I check in to Panorama Seaview Apart?","With an in-person check-in"
checkin_method,"What is the check-in procedure for Panorama Seaview Apart?","In-person assistance"
checkin_method,"How is the check-in handled at Panorama Seaview Apart?","Someone will meet you in person"

price_high,"What is the high season price for Panorama Seaview Apart from December 1 to January 15?","R2 800"
price_high,"How much does Panorama Seaview Apart cost during high season (Dec 1 - Jan 15)?","R2 800"
price_high,"What is the rate for Panorama Seaview Apart in high season?","R2 800"
price_high,"Can you tell me the high season pricing for Panorama Seaview Apart?","R2 800"

price_mid,"What is the mid season price for Panorama Seaview Apart from January 16 to May 15 and October 16 to November 30?","R1 600"
price_mid,"How much does Panorama Seaview Apart cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R1 600"
price_mid,"What is the rate for Panorama Seaview Apart in mid season?","R1 600"
price_mid,"Can you tell me the mid season pricing for Panorama Seaview Apart?","R1 600"

price_low,"What is the low season price for Panorama Seaview Apart from May 16 to October 15?","R1 400"
price_low,"How much does Panorama Seaview Apart cost during low season (May 16 - Oct 15)?","R1 400"
price_low,"What is the rate for Panorama Seaview Apart in low season?","R1 400"
price_low,"Can you tell me the low season pricing for Panorama Seaview Apart?","R1 400"

min_stay,"What is the minimum stay required at Panorama Seaview Apart?","2 nights"
min_stay,"How many nights must I stay at Panorama Seaview Apart?","2 nights"
min_stay,"Is there a minimum stay at Panorama Seaview Apart?","2 nights"
min_stay,"What is the shortest stay allowed at Panorama Seaview Apart?","2 nights"

max_stay,"What is the maximum stay allowed at Panorama Seaview Apart?","30 nights"
max_stay,"How long can I stay at Panorama Seaview Apart?","30 nights"
max_stay,"Is there a maximum stay duration for Panorama Seaview Apart?","30 nights"
max_stay,"What is the longest stay permitted at Panorama Seaview Apart?","30 nights"

get_name,"What is the name of the property?","Caz Cottage"
get_name,"What's the property called?","Caz Cottage"
get_name,"Can you tell me the name of the flatlet?","Caz Cottage"
get_name,"How is the property named?","Caz Cottage"

get_address,"What is the address of Caz Cottage?","17 Plettenberg"
get_address,"Where is Caz Cottage located?","17 Plettenberg"
get_address,"Can you provide the address for Caz Cottage?","17 Plettenberg"
get_address,"Where can I find Caz Cottage?","17 Plettenberg"

get_place,"Where is Caz Cottage located?","Caz Cottage"
get_place,"In which area is Caz Cottage situated?","Caz Cottage"
get_place,"Caz Cottage is in which place?","Caz Cottage"
get_place,"Which locality is Caz Cottage in?","Caz Cottage"

get_type,"What type of property is Caz Cottage?","Flatlet"
get_type,"Is Caz Cottage a house or a flatlet?","Flatlet"
get_type,"What kind of accommodation is Caz Cottage?","Flatlet"
get_type,"Can you specify the type of Caz Cottage?","Flatlet"

get_pax,"How many people can Caz Cottage accommodate?","2"
get_pax,"What is the maximum occupancy of Caz Cottage?","2"
get_pax,"How many guests can stay at Caz Cottage?","2"
get_pax,"What is the guest capacity for Caz Cottage?","2"

get_bedrooms,"How many bedrooms does Caz Cottage have?","1"
get_bedrooms,"What is the number of bedrooms in Caz Cottage?","1"
get_bedrooms,"Does Caz Cottage have multiple bedrooms?","1"
get_bedrooms,"How many bedrooms are there in Caz Cottage?","1"

get_bathrooms,"How many bathrooms does Caz Cottage have?","1"
get_bathrooms,"What is the number of bathrooms in Caz Cottage?","1"
get_bathrooms,"Does Caz Cottage have multiple bathrooms?","1"
get_bathrooms,"How many baths are available in Caz Cottage?","1"

get_bed_sizes,"What are the bed sizes in Caz Cottage?","Room 1: 1 Double"
get_bed_sizes,"Can you tell me the bed sizes at Caz Cottage?","Room 1: 1 Double"
get_bed_sizes,"What type of beds are in Caz Cottage?","Room 1: 1 Double"
get_bed_sizes,"How big are the beds in Caz Cottage?","Room 1: 1 Double"

get_size,"What is the size of Caz Cottage?","35m²"
get_size,"How large is Caz Cottage?","35m²"
get_size,"Can you provide the area of Caz Cottage?","35m²"
get_size,"What is the total square meters of Caz Cottage?","35m²"

get_built_year,"When was Caz Cottage built?","1961"
get_built_year,"In which year was Caz Cottage constructed?","1961"
get_built_year,"What is the construction year of Caz Cottage?","1961"
get_built_year,"When did they build Caz Cottage?","1961"

has_ac,"Does Caz Cottage have air conditioning?","No"
has_ac,"Is there AC available in Caz Cottage?","No"
has_ac,"Does Caz Cottage come with air conditioning?","No"
has_ac,"Can I use air conditioning at Caz Cottage?","No"

has_heat,"Does Caz Cottage have heating?","Yes"
has_heat,"Is there heating in Caz Cottage?","Yes"
has_heat,"Does Caz Cottage provide heating?","Yes"
has_heat,"Can I expect heating at Caz Cottage?","Yes"

has_fan,"Does Caz Cottage have a fan?","No"
has_fan,"Is there a fan available in Caz Cottage?","No"
has_fan,"Can I use a fan at Caz Cottage?","No"
has_fan,"Does Caz Cottage include a fan?","No"

has_washing_machine,"Does Caz Cottage have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Caz Cottage?","Yes"
has_washing_machine,"Can I do laundry at Caz Cottage?","Yes"
has_washing_machine,"Does Caz Cottage provide a washer?","Yes"

has_tumble_dryer,"Does Caz Cottage have a tumble dryer?","No"
has_tumble_dryer,"Is there a dryer available in Caz Cottage?","No"
has_tumble_dryer,"Can I use a tumble dryer at Caz Cottage?","No"
has_tumble_dryer,"Does Caz Cottage include a dryer?","No"

has_dishwasher,"Does Caz Cottage have a dishwasher?","No"
has_dishwasher,"Is there a dishwasher in Caz Cottage?","No"
has_dishwasher,"Can I use a dishwasher at Caz Cottage?","No"
has_dishwasher,"Does Caz Cottage provide a dishwasher?","No"

has_iron,"Is there an iron available at Caz Cottage?","Yes"
has_iron,"Does Caz Cottage have an iron?","Yes"
has_iron,"Can I use an iron at Caz Cottage?","Yes"
has_iron,"Is an iron provided in Caz Cottage?","Yes"

has_tv,"Does Caz Cottage have a TV?","Yes"
has_tv,"Is there a television in Caz Cottage?","Yes"
has_tv,"Can I watch TV at Caz Cottage?","Yes"
has_tv,"Does Caz Cottage include a TV?","Yes"

allows_pets,"Are pets allowed at Caz Cottage?","No"
allows_pets,"Can I bring my pet to Caz Cottage?","No"
allows_pets,"Is pet-friendly accommodation available at Caz Cottage?","No"
allows_pets,"Does Caz Cottage allow animals?","No"

has_desk,"Is there a desk available at Caz Cottage?","No"
has_desk,"Does Caz Cottage provide a workspace?","No"
has_desk,"Can I work at Caz Cottage?","No"
has_desk,"Is a desk included in Caz Cottage?","No"

has_fireplace,"Does Caz Cottage have a fireplace?","No"
has_fireplace,"Is there a fireplace in Caz Cottage?","No"
has_fireplace,"Can I use the fireplace at Caz Cottage?","No"
has_fireplace,"Does Caz Cottage include a fireplace?","No"

has_fire_extinguisher,"Is there a fire extinguisher at Caz Cottage?","Yes"
has_fire_extinguisher,"Does Caz Cottage provide a fire extinguisher?","Yes"
has_fire_extinguisher,"Can I find a fire extinguisher in Caz Cottage?","Yes"
has_fire_extinguisher,"Is a fire extinguisher available at Caz Cottage?","Yes"

has_first_aid,"Is there a first aid kit available at Caz Cottage?","Yes"
has_first_aid,"Does Caz Cottage provide a first aid kit?","Yes"
has_first_aid,"Can I access a first aid kit in Caz Cottage?","Yes"
has_first_aid,"Is a first aid kit included in Caz Cottage?","Yes"

has_bbq,"Does Caz Cottage have a BBQ?","No"
has_bbq,"Is there a barbecue available at Caz Cottage?","No"
has_bbq,"Can I use a BBQ at Caz Cottage?","No"
has_bbq,"Does Caz Cottage include a BBQ?","No"

has_microwave,"Is there a microwave in Caz Cottage?","Yes"
has_microwave,"Does Caz Cottage provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Caz Cottage?","Yes"
has_microwave,"Does Caz Cottage include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Caz Cottage?","Yes"
has_hair_dryer,"Does Caz Cottage provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Caz Cottage?","Yes"
has_hair_dryer,"Does Caz Cottage include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Caz Cottage?","Yes"
has_coffee_tea,"Does Caz Cottage offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Caz Cottage?","Yes"
has_coffee_tea,"Is coffee and tea available in Caz Cottage?","Yes"

has_milk,"Is milk provided at Caz Cottage?","Yes"
has_milk,"Does Caz Cottage offer milk?","Yes"
has_milk,"Can I get milk at Caz Cottage?","Yes"
has_milk,"Is milk available in Caz Cottage?","Yes"

has_water,"Is water provided at Caz Cottage?","No"
has_water,"Does Caz Cottage offer bottled water?","No"
has_water,"Can I get water at Caz Cottage?","No"
has_water,"Is water available in Caz Cottage?","No"

has_biscuits,"Are biscuits available at Caz Cottage?","No"
has_biscuits,"Does Caz Cottage provide biscuits?","No"
has_biscuits,"Can I get biscuits at Caz Cottage?","No"
has_biscuits,"Are there biscuits in Caz Cottage?","No"

has_rusk,"Is rusk available at Caz Cottage?","No"
has_rusk,"Does Caz Cottage offer rusk?","No"
has_rusk,"Can I get rusk at Caz Cottage?","No"
has_rusk,"Is rusk provided in Caz Cottage?","No"

has_charcoal_wood,"Are charcoal or wood available at Caz Cottage?","No"
has_charcoal_wood,"Does Caz Cottage provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood at Caz Cottage?","No"
has_charcoal_wood,"Is charcoal or wood available in Caz Cottage?","No"

has_body_wash,"Is body wash provided at Caz Cottage?","Yes"
has_body_wash,"Does Caz Cottage offer body wash?","Yes"
has_body_wash,"Can I get body wash at Caz Cottage?","Yes"
has_body_wash,"Is body wash available in Caz Cottage?","Yes"

checkin_method,"What is the check-in method for Caz Cottage?","In-person check-in"
checkin_method,"How do I check in to Caz Cottage?","With an in-person check-in"
checkin_method,"What is the check-in procedure for Caz Cottage?","In-person assistance"
checkin_method,"How is the check-in handled at Caz Cottage?","Someone will meet you in person"

price_high,"What is the high season price for Caz Cottage from December 1 to January 15?","R1 500"
price_high,"How much does Caz Cottage cost during high season (Dec 1 - Jan 15)?","R1 500"
price_high,"What is the rate for Caz Cottage in high season?","R1 500"
price_high,"Can you tell me the high season pricing for Caz Cottage?","R1 500"

price_mid,"What is the mid season price for Caz Cottage from January 16 to May 15 and October 16 to November 30?","R1 500"
price_mid,"How much does Caz Cottage cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R1 500"
price_mid,"What is the rate for Caz Cottage in mid season?","R1 500"
price_mid,"Can you tell me the mid season pricing for Caz Cottage?","R1 500"

price_low,"What is the low season price for Caz Cottage from May 16 to October 15?","R1 500"
price_low,"How much does Caz Cottage cost during low season (May 16 - Oct 15)?","R1 500"
price_low,"What is the rate for Caz Cottage in low season?","R1 500"
price_low,"Can you tell me the low season pricing for Caz Cottage?","R1 500"

min_stay,"What is the minimum stay required at Caz Cottage?","2 nights"
min_stay,"How many nights must I stay at Caz Cottage?","2 nights"
min_stay,"Is there a minimum stay at Caz Cottage?","2 nights"
min_stay,"What is the shortest stay allowed at Caz Cottage?","2 nights"

max_stay,"What is the maximum stay allowed at Caz Cottage?","30 nights"
max_stay,"How long can I stay at Caz Cottage?","30 nights"
max_stay,"Is there a maximum stay duration for Caz Cottage?","30 nights"
max_stay,"What is the longest stay permitted at Caz Cottage?","30 nights"

get_name,"What is the name of the property?","Proteadale Home"
get_name,"What's the property called?","Proteadale Home"
get_name,"Can you tell me the name of the home?","Proteadale Home"
get_name,"How is the property named?","Proteadale Home"

get_address,"What is the address of Proteadale Home?","Brackenridge"
get_address,"Where is Proteadale Home located?","Brackenridge"
get_address,"Can you provide the address for Proteadale Home?","Brackenridge"
get_address,"Where can I find Proteadale Home?","Brackenridge"

get_place,"Where is Proteadale Home located?","39 Proteadale"
get_place,"In which area is Proteadale Home situated?","39 Proteadale"
get_place,"Proteadale Home is in which place?","39 Proteadale"
get_place,"Which locality is Proteadale Home in?","39 Proteadale"

get_type,"What type of property is Proteadale Home?","House"
get_type,"Is Proteadale Home a house or an apartment?","House"
get_type,"What kind of accommodation is Proteadale Home?","House"
get_type,"Can you specify the type of Proteadale Home?","House"

price_high,"What is the high season price for Proteadale Home from December 1 to January 15?","R9 500"
price_high,"How much does Proteadale Home cost during high season (Dec 1 - Jan 15)?","R9 500"
price_high,"What is the rate for Proteadale Home in high season?","R9 500"
price_high,"Can you tell me the high season pricing for Proteadale Home?","R9 500"

price_mid,"What is the mid season price for Proteadale Home from January 16 to May 15 and October 16 to November 30?","R5 000"
price_mid,"How much does Proteadale Home cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R5 000"
price_mid,"What is the rate for Proteadale Home in mid season?","R5 000"
price_mid,"Can you tell me the mid season pricing for Proteadale Home?","R5 000"

price_low,"What is the low season price for Proteadale Home from May 16 to October 15?","R4 000"
price_low,"How much does Proteadale Home cost during low season (May 16 - Oct 15)?","R4 000"
price_low,"What is the rate for Proteadale Home in low season?","R4 000"
price_low,"Can you tell me the low season pricing for Proteadale Home?","R4 000"

get_name,"What is the name of the property?","Daedalus House"
get_name,"What's the property called?","Daedalus House"
get_name,"Can you tell me the name of the house?","Daedalus House"
get_name,"How is the property named?","Daedalus House"

get_address,"What is the address of Daedalus House?","Seaside Plett"
get_address,"Where is Daedalus House located?","Seaside Plett"
get_address,"Can you provide the address for Daedalus House?","Seaside Plett"
get_address,"Where can I find Daedalus House?","Seaside Plett"

get_place,"Where is Daedalus House located?","24 Daedalus Reef Drive"
get_place,"In which area is Daedalus House situated?","24 Daedalus Reef Drive"
get_place,"Daedalus House is in which place?","24 Daedalus Reef Drive"
get_place,"Which locality is Daedalus House in?","24 Daedalus Reef Drive"

get_type,"What type of property is Daedalus House?","House"
get_type,"Is Daedalus House a house or an apartment?","House"
get_type,"What kind of accommodation is Daedalus House?","House"
get_type,"Can you specify the type of Daedalus House?","House"

get_pax,"How many people can Daedalus House accommodate?","10"
get_pax,"What is the maximum occupancy of Daedalus House?","10"
get_pax,"How many guests can stay at Daedalus House?","10"
get_pax,"What is the guest capacity for Daedalus House?","10"

get_bedrooms,"How many bedrooms does Daedalus House have?","5"
get_bedrooms,"What is the number of bedrooms in Daedalus House?","5"
get_bedrooms,"Does Daedalus House have multiple bedrooms?","5"
get_bedrooms,"How many bedrooms are there in Daedalus House?","5"

get_bathrooms,"How many bathrooms does Daedalus House have?","3"
get_bathrooms,"What is the number of bathrooms in Daedalus House?","3"
get_bathrooms,"Does Daedalus House have multiple bathrooms?","3"
get_bathrooms,"How many baths are available in Daedalus House?","3"

get_name,"What is the name of the property?","Iroko Luxury Mansion"
get_name,"What's the property called?","Iroko Luxury Mansion"
get_name,"Can you tell me the name of the mansion?","Iroko Luxury Mansion"
get_name,"How is the property named?","Iroko Luxury Mansion"

get_type,"What type of property is Iroko Luxury Mansion?","Mansion"
get_type,"Is Iroko Luxury Mansion a house or a mansion?","Mansion"
get_type,"What kind of accommodation is Iroko Luxury Mansion?","Mansion"
get_type,"Can you specify the type of Iroko Luxury Mansion?","Mansion"

get_pax,"How many people can Iroko Luxury Mansion accommodate?","12"
get_pax,"What is the maximum occupancy of Iroko Luxury Mansion?","12"
get_pax,"How many guests can stay at Iroko Luxury Mansion?","12"
get_pax,"What is the guest capacity for Iroko Luxury Mansion?","12"

get_name,"What are the names of the rooms available?","Robberg Room, Lookout Room, Sanctuary Room"
get_name,"Can you tell me the names of the guesthouse rooms?","Robberg Room, Lookout Room, Sanctuary Room"
get_name,"What are the names of all rooms in the guesthouse?","Robberg Room, Lookout Room, Sanctuary Room"
get_name,"What rooms are available in the guesthouse?","Robberg Room, Lookout Room, Sanctuary Room"

get_address,"What is the address of the guesthouse?","Robberg Ridge"
get_address,"Where is the guesthouse located?","Robberg Ridge"
get_address,"Can you provide the address for the guesthouse?","Robberg Ridge"
get_address,"Where can I find the guesthouse?","Robberg Ridge"

get_place,"Where is each room located?","4 Diadem Road"
get_place,"What is the location of each room?","4 Diadem Road"
get_place,"Can you tell me the specific location of each room?","4 Diadem Road"
get_place,"Which road are the rooms on?","4 Diadem Road, Robberg Ridge"

get_type,"What type of property is this?","Guesthouse"
get_type,"Is this property a guesthouse or a house?","Guesthouse"
get_type,"What kind of accommodation is this?","Guesthouse"
get_type,"Can you specify the type of this property?","Guesthouse"

get_pax,"How many people can each room accommodate?","2"
get_pax,"What is the maximum occupancy of each room?","2"
get_pax,"How many guests can stay in each room?","2"
get_pax,"What is the guest capacity for each room?","2"

get_bedrooms,"How many bedrooms does each room have?","1"
get_bedrooms,"What is the number of bedrooms in each room?","1"
get_bedrooms,"Does each room have a bedroom?","1"
get_bedrooms,"How many bedrooms are there in each room?","1"

get_bathrooms,"How many bathrooms does each room have?","1"
get_bathrooms,"What is the number of bathrooms in each room?","1"
get_bathrooms,"Does each room have a bathroom?","1"
get_bathrooms,"How many baths are available in each room?","1"

get_bed_sizes,"What are the bed sizes in each room?","1 Queen bed in each room"
get_bed_sizes,"Can you tell me the bed sizes for each room?","1 Queen bed in each room"
get_bed_sizes,"What type of beds are in each room?","1 Queen bed in each room"
get_bed_sizes,"How big are the beds in each room?","1 Queen bed in each room"

get_size,"What is the size of each room?","36m²"
get_size,"How large is each room?","36m²"
get_size,"Can you provide the area of each room?","36m²"
get_size,"What is the total square meters of each room?","36m²"

get_built_year,"When was each room built?","2023"
get_built_year,"In which year was each room constructed?","2023"
get_built_year,"What is the construction year of each room?","2023"
get_built_year,"When did they build each room?","2023"

has_ac,"Does each room have air conditioning?","No"
has_ac,"Is there AC available in each room?","No"
has_ac,"Does each room come with air conditioning?","No"
has_ac,"Can I use air conditioning in each room?","No"

has_heat,"Does each room have heating?","Yes"
has_heat,"Is there heating in each room?","Yes"
has_heat,"Does each room provide heating?","Yes"
has_heat,"Can I expect heating in each room?","Yes"

has_fan,"Does each room have a fan?","Yes"
has_fan,"Is there a fan available in each room?","Yes"
has_fan,"Can I use a fan in each room?","Yes"
has_fan,"Does each room include a fan?","Yes"

has_washing_machine,"Does each room have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in each room?","Yes"
has_washing_machine,"Can I do laundry in each room?","Yes"
has_washing_machine,"Does each room provide a washer?","Yes"

has_tumble_dryer,"Does each room have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in each room?","Yes"
has_tumble_dryer,"Can I use a tumble dryer in each room?","Yes"
has_tumble_dryer,"Does each room include a dryer?","Yes"

has_dishwasher,"Does each room have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in each room?","Yes"
has_dishwasher,"Can I use a dishwasher in each room?","Yes"
has_dishwasher,"Does each room provide a dishwasher?","Yes"

has_iron,"Is there an iron available in each room?","Yes"
has_iron,"Does each room have an iron?","Yes"
has_iron,"Can I use an iron in each room?","Yes"
has_iron,"Is an iron provided in each room?","Yes"

has_tv,"Does each room have a TV?","Yes"
has_tv,"Is there a television in each room?","Yes"
has_tv,"Can I watch TV in each room?","Yes"
has_tv,"Does each room include a TV?","Yes"

allows_pets,"Are pets allowed in each room?","No"
allows_pets,"Can I bring my pet to each room?","No"
allows_pets,"Is pet-friendly accommodation available in each room?","No"
allows_pets,"Does each room allow animals?","No"

has_desk,"Is there a desk available in each room?","No"
has_desk,"Does each room provide a workspace?","No"
has_desk,"Can I work in each room?","No"
has_desk,"Is a desk included in each room?","No"

has_fireplace,"Does each room have a fireplace?","No"
has_fireplace,"Is there a fireplace in each room?","No"
has_fireplace,"Can I use the fireplace in each room?","No"
has_fireplace,"Does each room include a fireplace?","No"

has_fire_extinguisher,"Is there a fire extinguisher in each room?","Yes"
has_fire_extinguisher,"Does each room provide a fire extinguisher?","Yes"
has_fire_extinguisher,"Can I find a fire extinguisher in each room?","Yes"
has_fire_extinguisher,"Is a fire extinguisher available in each room?","Yes"

has_first_aid,"Is there a first aid kit available in each room?","Yes"
has_first_aid,"Does each room provide a first aid kit?","Yes"
has_first_aid,"Can I access a first aid kit in each room?","Yes"
has_first_aid,"Is a first aid kit included in each room?","Yes"

has_bbq,"Does each room have a BBQ?","Yes"
has_bbq,"Is there a barbecue available in each room?","Yes"
has_bbq,"Can I use a BBQ in each room?","Yes"
has_bbq,"Does each room include a BBQ?","Yes"

has_microwave,"Is there a microwave in each room?","Yes"
has_microwave,"Does each room provide a microwave?","Yes"
has_microwave,"Can I use a microwave in each room?","Yes"
has_microwave,"Does each room include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer in each room?","Yes"
has_hair_dryer,"Does each room provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer in each room?","Yes"
has_hair_dryer,"Does each room include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided in each room?","Yes"
has_coffee_tea,"Does each room offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea in each room?","Yes"
has_coffee_tea,"Is coffee and tea available in each room?","Yes"

has_milk,"Is milk provided in each room?","Yes"
has_milk,"Does each room offer milk?","Yes"
has_milk,"Can I get milk in each room?","Yes"
has_milk,"Is milk available in each room?","Yes"

has_water,"Is water provided in each room?","No"
has_water,"Does each room offer bottled water?","No"
has_water,"Can I get water in each room?","No"
has_water,"Is water available in each room?","No"

has_biscuits,"Are biscuits available in each room?","No"
has_biscuits,"Does each room provide biscuits?","No"
has_biscuits,"Can I get biscuits in each room?","No"
has_biscuits,"Are there biscuits in each room?","No"

has_rusk,"Is rusk available in each room?","No"
has_rusk,"Does each room offer rusk?","No"
has_rusk,"Can I get rusk in each room?","No"
has_rusk,"Is rusk provided in each room?","No"

has_charcoal_wood,"Are charcoal or wood available in each room?","No"
has_charcoal_wood,"Does each room provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood in each room?","No"
has_charcoal_wood,"Is charcoal or wood available in each room?","No"

has_body_wash,"Is body wash provided in each room?","Yes"
has_body_wash,"Does each room offer body wash?","Yes"
has_body_wash,"Can I get body wash in each room?","Yes"
has_body_wash,"Is body wash available in each room?","Yes"

checkin_method,"What is the check-in method for each room?","In-person check-in"
checkin_method,"How do I check in to each room?","With an in-person check-in"
checkin_method,"What is the check-in procedure for each room?","In-person assistance"
checkin_method,"How is the check-in handled for each room?","Someone will meet you in person"

price_high,"What is the high season price for each room from December 1 to January 15?","R1 500"
price_high,"How much does each room cost during high season (Dec 1 - Jan 15)?","R1 500"
price_high,"What is the rate for each room in high season?","R1 500"
price_high,"Can you tell me the high season pricing for each room?","R1 500"

price_mid,"What is the mid season price for each room from January 16 to May 15 and October 16 to November 30?","R850"
price_mid,"How much does each room cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R850"
price_mid,"What is the rate for each room in mid season?","R850"
price_mid,"Can you tell me the mid season pricing for each room?","R850"

price_low,"What is the low season price for each room from May 16 to October 15?","R800"
price_low,"How much does each room cost during low season (May 16 - Oct 15)?","R800"
price_low,"What is the rate for each room in low season?","R800"
price_low,"Can you tell me the low season pricing for each room?","R800"

min_stay,"What is the minimum stay required for each room?","1 night"
min_stay,"How many nights must I stay in each room?","1 night"
min_stay,"Is there a minimum stay for each room?","1 night"
min_stay,"What is the shortest stay allowed in each room?","1 night"

max_stay,"What is the maximum stay allowed in each room?","30 nights"
max_stay,"How long can I stay in each room?","30 nights"
max_stay,"Is there a maximum stay duration for each room?","30 nights"
max_stay,"What is the longest stay permitted in each room?","30 nights"

commission_rate,"What is the commission rate for guests?","20% of the total rental amount"
commission_rate,"How much commission do you charge on guest payments?","20% of the total rental amount"
commission_rate,"What percentage is the commission for guest bookings?","20% of the total rental amount"
commission_rate,"What's the commission rate for holiday rentals?","20% of the total rental amount"

personal_booking_commission,"What is the commission for personally booked guests like family and friends?","10% if they are charged"
personal_booking_commission,"How much commission is taken for personal bookings?","10% if they are charged"
personal_booking_commission,"What rate applies for friends or family bookings?","10% if they are charged"
personal_booking_commission,"Is there a discount on commission for family bookings?","10% if they are charged"

cleaning_fee,"What is the cleaning fee per cleaner per day?","R300"
cleaning_fee,"How much is charged for cleaning?","R300 per cleaner per day"
cleaning_fee,"What is the daily cleaning fee?","R300 per cleaner"
cleaning_fee,"What's the cost of cleaning per day?","R300 per cleaner"

consumables_cost,"Who pays for consumables and household items?","At owner's cost, invoiced monthly"
consumables_cost,"Is there a charge for consumables?","At owner's cost, invoiced monthly"
consumables_cost,"Who covers the cost of household items?","At owner's cost, invoiced monthly"
consumables_cost,"How are consumables billed?","Invoiced monthly at owner's cost"

maintenance_fee,"What is the maintenance fee for supervision of contractors?","R180 per hour"
maintenance_fee,"How much is the fee for overseeing maintenance?","R180 per hour"
maintenance_fee,"What is the hourly rate for contractor supervision?","R180 per hour"
maintenance_fee,"Is there a charge for supervising contractors?","R180 per hour"

diy_fee,"Is there a charge for quick DIY jobs?","Included, but billable with prior consent"
diy_fee,"How much does a DIY job cost?","Included, billable with prior consent for work"
diy_fee,"Are quick repairs included?","Yes, billable based on prior consent"
diy_fee,"What's the charge for minor repairs?","Included, with prior consent for billable work"

staging_fee,"What is the start-up fee for staging and photography?","R850"
staging_fee,"How much is charged for staging and photography setup?","R850"
staging_fee,"What is the fee for staging the property?","R850"
staging_fee,"Is there a start-up fee for staging services?","R850"

services_included,"What services are included in holiday rental hosting?","Advertising, guest vetting, pricing updates, guest manual, cleaning, laundry, consumables, guest assistance, emergency call-outs, and more"
services_included,"Can you list the included services?","Advertising, marketing, guest management, cleaning, 24/7 assistance, and more"
services_included,"What’s included with rental hosting services?","Vetting, booking management, guest welcome, cleaning, and support"
services_included,"Which services are provided in the hosting package?","Marketing, guest handling, cleaning, consumables, and emergency assistance"

bi_monthly_retainer,"What is the monthly retainer for bi-monthly visits?","R1,500"
bi_monthly_retainer,"How much do you charge for bi-monthly management?","R1,500"
bi_monthly_retainer,"What is the cost of bi-monthly property management?","R1,500 per month"
bi_monthly_retainer,"What's the monthly fee for twice-a-month visits?","R1,500"

weekly_retainer,"What is the monthly retainer for weekly visits?","R2,000"
weekly_retainer,"How much do you charge for weekly management?","R2,000"
weekly_retainer,"What is the cost of weekly property management?","R2,000 per month"
weekly_retainer,"What's the monthly fee for weekly visits?","R2,000"

retainer_adjustment,"Can the retainer be adjusted if the owner occupies the home?","Pro-rata or omitted if the owner occupies the home"
retainer_adjustment,"Is there a retainer adjustment for owner occupancy?","Pro-rata or omitted if the owner occupies the home"
retainer_adjustment,"Will the retainer change if the owner is present?","Pro-rata or omitted when the owner occupies"
retainer_adjustment,"How is the retainer handled when the owner stays?","Pro-rata or omitted if occupied by the owner"

